CODPROV;CODMUN;NOMBRE;VIVTUR21;PLA21;PLAVT21
50;50007;Aladrén;0;0;0
50;50008;Alagón;5;26;5.2
50;50009;Alarba;0;0;0
50;50010;Alberite de San Juan;0;0;0
50;50011;Albeta;1;2;2
50;50012;Alborge;0;0;0
50;50013;Alcalá de Ebro;1;3;3
50;50014;Alcalá de Moncayo;5;29;5.8
50;50015;Alconchel de Ariza;0;0;0
50;50016;Aldehuela de Liestos;0;0;0
50;50017;Alfajarín;0;0;0
50;50018;Alfamén;0;0;0
50;50019;Alforque;1;6;6
50;50020;Alhama de Aragón;5;22;4.4
50;50021;Almochuel;0;0;0
50;50022;Almolda, La;1;7;7
50;50023;Almonacid de la Cuba;0;0;0
50;50024;Almonacid de la Sierra;4;43;10.75
50;50025;Almunia de Doña Godina, La;0;0;0
50;50026;Alpartir;0;0;0
50;50027;Ambel;1;6;6
50;50028;Anento;0;0;0
50;50029;Aniñón;5;19;3.8
50;50030;Añón de Moncayo;6;50;8.33
50;50031;Aranda de Moncayo;0;0;0
50;50032;Arándiga;0;0;0
50;50033;Ardisa;1;4;4
50;50034;Ariza;2;13;6.5
50;50035;Artieda;0;0;0
50;50036;Asín;2;15;7.5
50;50037;Atea;0;0;0
50;50038;Ateca;1;4;4
50;50039;Azuara;1;12;12
50;50040;Badules;0;0;0
50;50041;Bagüés;0;0;0
50;50042;Balconchán;0;0;0
50;50043;Bárboles;0;0;0
50;50044;Bardallur;1;16;16
50;50045;Belchite;1;2;2
50;50046;Belmonte de Gracián;0;0;0
50;50047;Berdejo;0;0;0
50;50048;Berrueco;0;0;0
50;50050;Bijuesca;0;0;0
50;50051;Biota;0;0;0
50;50052;Bisimbre;1;8;8
50;50053;Boquiñeni;1;7;7
50;50054;Bordalba;1;2;2
50;50055;Borja;2;11;5.5
50;50056;Botorrita;1;16;16
50;50057;Brea de Aragón;0;0;0
50;50058;Bubierca;0;0;0
50;50059;Bujaraloz;0;0;0
50;50060;Bulbuente;1;9;9
50;50061;Bureta;0;0;0
50;50062;Burgo de Ebro, El;0;0;0
50;50063;Buste, El;0;0;0
50;50064;Cabañas de Ebro;0;0;0
50;50065;Cabolafuente;0;0;0
50;50066;Cadrete;2;11;5.5
50;50067;Calatayud;18;86;4.78
50;50068;Calatorao;0;0;0
50;50069;Calcena;0;0;0
50;50070;Calmarza;2;8;4
50;50071;Campillo de Aragón;0;0;0
50;50072;Carenas;0;0;0
50;50073;Cariñena;2;14;7
50;50074;Caspe;17;90;5.29
50;50075;Castejón de Alarba;0;0;0
50;50076;Castejón de las Armas;1;2;2
50;50077;Castejón de Valdejasa;0;0;0
50;50078;Castiliscar;0;0;0
50;50079;Cervera de la Cañada;0;0;0
50;50080;Cerveruela;0;0;0
50;50081;Cetina;1;4;4
50;50082;Cimballa;0;0;0
50;50083;Cinco Olivas;0;0;0
50;50084;Clarés de Ribota;0;0;0
50;50085;Codo;0;0;0
50;50086;Codos;0;0;0
50;50087;Contamina;0;0;0
50;50088;Cosuenda;0;0;0
50;50089;Cuarte de Huerva;1;4;4
50;50090;Cubel;0;0;0
50;50091;Cuerlas, Las;0;0;0
50;50092;Chiprana;7;52;7.43
50;50093;Chodes;0;0;0
50;50094;Daroca;4;16;4
50;50095;Ejea de los Caballeros;2;10;5
50;50096;Embid de Ariza;0;0;0
50;50098;Encinacorba;0;0;0
50;50099;Épila;1;6;6
50;50100;Erla;0;0;0
50;50101;Escatrón;0;0;0
50;50102;Fabara;3;12;4
50;50104;Farlete;0;0;0
50;50105;Fayón;0;0;0
50;50106;Fayos, Los;1;6;6
50;50107;Figueruelas;0;0;0
50;50108;Fombuena;0;0;0
50;50109;Frago, El;0;0;0
50;50110;Frasno, El;0;0;0
50;50111;Fréscano;0;0;0
50;50113;Fuendejalón;0;0;0
50;50114;Fuendetodos;0;0;0
50;50115;Fuentes de Ebro;0;0;0
50;50116;Fuentes de Jiloca;0;0;0
50;50117;Gallocanta;0;0;0
50;50118;Gallur;1;5;5
50;50119;Gelsa;0;0;0
50;50120;Godojos;0;0;0
50;50121;Gotor;1;6;6
50;50122;Grisel;0;0;0
50;50123;Grisén;0;0;0
50;50124;Herrera de los Navarros;0;0;0
50;50125;Ibdes;5;30;6
50;50126;Illueca;2;9;4.5
50;50128;Isuerre;0;0;0
50;50129;Jaraba;1;6;6
50;50130;Jarque de Moncayo;0;0;0
50;50131;Jaulín;0;0;0
50;50132;Joyosa, La;2;15;7.5
50;50133;Lagata;0;0;0
50;50134;Langa del Castillo;0;0;0
50;50135;Layana;0;0;0
50;50136;Lécera;1;13;13
50;50137;Leciñena;0;0;0
50;50138;Lechón;0;0;0
50;50139;Letux;0;0;0
50;50140;Litago;0;0;0
50;50141;Lituénigo;1;8;8
50;50142;Lobera de Onsella;0;0;0
50;50143;Longares;0;0;0
50;50144;Longás;0;0;0
50;50146;Lucena de Jalón;0;0;0
50;50147;Luceni;0;0;0
50;50148;Luesia;0;0;0
50;50149;Luesma;0;0;0
50;50150;Lumpiaque;12;87;7.25
50;50151;Luna;0;0;0
50;50152;Maella;3;15;5
50;50153;Magallón;1;3;3
50;50154;Mainar;0;0;0
50;50155;Malanquilla;0;0;0
50;50156;Maleján;0;0;0
50;50157;Malón;3;36;12
50;50159;Maluenda;2;18;9
50;50160;Mallén;0;0;0
50;50161;Manchones;1;7;7
50;50162;Mara;0;0;0
50;50163;María de Huerva;1;10;10
50;50164;Mediana de Aragón;0;0;0
50;50165;Mequinenza;5;23;4.6
50;50166;Mesones de Isuela;0;0;0
50;50167;Mezalocha;0;0;0
50;50168;Mianos;0;0;0
50;50169;Miedes de Aragón;0;0;0
50;50170;Monegrillo;1;6;6
50;50171;Moneva;0;0;0
50;50172;Monreal de Ariza;0;0;0
50;50173;Monterde;1;6;6
50;50174;Montón;0;0;0
50;50175;Morata de Jalón;0;0;0
50;50176;Morata de Jiloca;0;0;0
50;50177;Morés;0;0;0
50;50178;Moros;0;0;0
50;50179;Moyuela;0;0;0
50;50180;Mozota;0;0;0
50;50181;Muel;2;10;5
50;50182;Muela, La;0;0;0
50;50183;Munébrega;3;27;9
50;50184;Murero;0;0;0
50;50185;Murillo de Gállego;1;8;8
50;50186;Navardún;0;0;0
50;50187;Nigüella;0;0;0
50;50188;Nombrevilla;0;0;0
50;50189;Nonaspe;1;5;5
50;50190;Novallas;0;0;0
50;50191;Novillas;3;37;12.33
50;50192;Nuévalos;6;64;10.67
50;50193;Nuez de Ebro;1;6;6
50;50194;Olvés;0;0;0
50;50195;Orcajo;0;0;0
50;50196;Orera;0;0;0
50;50197;Orés;4;20;5
50;50198;Oseja;0;0;0
50;50199;Osera de Ebro;0;0;0
50;50200;Paniza;0;0;0
50;50201;Paracuellos de Jiloca;1;12;12
50;50202;Paracuellos de la Ribera;0;0;0
50;50203;Pastriz;0;0;0
50;50204;Pedrola;1;6;6
50;50205;Pedrosas, Las;0;0;0
50;50206;Perdiguera;0;0;0
50;50207;Piedratajada;0;0;0
50;50208;Pina de Ebro;0;0;0
50;50209;Pinseque;3;26;8.67
50;50210;Pintanos, Los;0;0;0
50;50211;Plasencia de Jalón;0;0;0
50;50212;Pleitas;0;0;0
50;50213;Plenas;0;0;0
50;50214;Pomer;0;0;0
50;50215;Pozuel de Ariza;0;0;0
50;50216;Pozuelo de Aragón;0;0;0
50;50217;Pradilla de Ebro;0;0;0
50;50218;Puebla de Albortón;0;0;0
50;50219;Puebla de Alfindén, La;2;8;4
50;50220;Puendeluna;0;0;0
50;50221;Purujosa;0;0;0
50;50222;Quinto;4;28;7
50;50223;Remolinos;0;0;0
50;50224;Retascón;0;0;0
50;50225;Ricla;0;0;0
50;50227;Romanos;0;0;0
50;50228;Rueda de Jalón;0;0;0
50;50229;Ruesca;0;0;0
50;50230;Sádaba;1;10;10
50;50231;Salillas de Jalón;0;0;0
50;50232;Salvatierra de Esca;0;0;0
50;50233;Samper del Salz;2;12;6
50;50234;San Martín de la Virgen de Moncayo;1;14;14
50;50235;San Mateo de Gállego;1;6;6
50;50236;Santa Cruz de Grío;0;0;0
50;50237;Santa Cruz de Moncayo;4;22;5.5
50;50238;Santa Eulalia de Gállego;2;13;6.5
50;50239;Santed;0;0;0
50;50240;Sástago;2;5;2.5
50;50241;Sabiñán;0;0;0
50;50242;Sediles;0;0;0
50;50243;Sestrica;0;0;0
50;50244;Sierra de Luna;1;6;6
50;50245;Sigüés;0;0;0
50;50246;Sisamón;0;0;0
50;50247;Sobradiel;1;6;6
50;50248;Sos del Rey Católico;5;27;5.4
50;50249;Tabuenca;0;0;0
50;50250;Talamantes;0;0;0
50;50251;Tarazona;4;29;7.25
50;50252;Tauste;2;24;12
50;50253;Terrer;2;8;4
50;50254;Tierga;0;0;0
50;50255;Tobed;3;17;5.67
50;50256;Torralba de los Frailes;0;0;0
50;50257;Torralba de Ribota;6;26;4.33
50;50258;Torralbilla;0;0;0
50;50259;Torrehermosa;2;12;6
50;50260;Torrelapaja;0;0;0
50;50261;Torrellas;1;2;2
50;50262;Torres de Berrellén;0;0;0
50;50263;Torrijo de la Cañada;0;0;0
50;50264;Tosos;1;5;5
50;50265;Trasmoz;0;0;0
50;50266;Trasobares;0;0;0
50;50267;Uncastillo;6;38;6.33
50;50268;Undués de Lerda;0;0;0
50;50269;Urrea de Jalón;0;0;0
50;50270;Urriés;0;0;0
50;50271;Used;0;0;0
50;50272;Utebo;4;4;1
50;50273;Valdehorna;0;0;0
50;50274;Val de San Martín;0;0;0
50;50275;Valmadrid;0;0;0
50;50276;Valpalmas;0;0;0
50;50277;Valtorres;0;0;0
50;50278;Velilla de Ebro;0;0;0
50;50279;Velilla de Jiloca;0;0;0
50;50280;Vera de Moncayo;3;8;2.67
50;50281;Vierlas;0;0;0
50;50282;Vilueña, La;1;16;16
50;50283;Villadoz;0;0;0
50;50284;Villafeliche;7;27;3.86
50;50285;Villafranca de Ebro;0;0;0
50;50286;Villalba de Perejil;0;0;0
50;50287;Villalengua;0;0;0
50;50288;Villanueva de Gállego;5;15;3
50;50289;Villanueva de Jiloca;0;0;0
50;50290;Villanueva de Huerva;0;0;0
50;50291;Villar de los Navarros;0;0;0
50;50292;Villarreal de Huerva;0;0;0
50;50293;Villarroya de la Sierra;0;0;0
50;50294;Villarroya del Campo;0;0;0
50;50295;Vistabella;0;0;0
50;50296;Zaida, La;0;0;0
50;50297;Zaragoza;659;2614;3.97
50;50298;Zuera;1;2;2
50;50901;Biel;1;4;4
50;50902;Marracos;0;0;0
50;50903;Villamayor de Gállego;0;0;0
